,person,became_member_on,gender,age,income,total_amt,monthly_freq,txn_times,ave_btwn_time,recency,prop_wks_w_txn,ave_txn_amt,num_offers_received,offer_view_rate,offer_complete_rate
5954,72b40f47cf284501b0f32c6ec0bfd069,2015-04-27,M,55,46000.0,37.43,14.0,"[126, 462, 480, 504, 516, 534, 570, 618, 648, 660, 672, 678, 696, 714]",45.23,0.0,0.8,2.67,4.0,0.5,0.5
5955,365c954d08074683a4bfa8a55f373f86,2018-05-29,M,29,59000.0,13.08,6.0,"[48, 72, 330, 468, 522, 678]",126.0,36.0,1.0,2.18,4.0,0.75,0.0
5956,f626cb1552414edab2afdbf0c32c8476,2017-08-20,O,56,83000.0,20.2,1.0,[306],408.0,408.0,0.2,20.2,5.0,1.0,0.0
5957,65cc4124fc4c4007b7fa8c1052d2ede7,2017-03-08,F,69,70000.0,224.98999999999998,12.0,"[192, 198, 204, 312, 336, 366, 486, 510, 522, 546, 594, 666]",43.09,48.0,0.6,18.75,5.0,0.8,0.6
5958,4bec2db791814ddfbc51ee4d7ccca5c4,2016-08-11,F,66,83000.0,140.38,7.0,"[342, 510, 528, 576, 624, 636, 696]",59.0,18.0,0.6,20.05,4.0,1.0,0.5
5959,51d24a88e6fb4395b670ec41ab687ad2,2015-04-06,M,28,47000.0,29.76,10.0,"[48, 204, 318, 360, 366, 372, 384, 432, 570, 678]",70.0,36.0,1.0,2.98,2.0,0.5,0.5
5960,54d83f2098c644179b836195324833a8,2017-05-08,F,94,73000.0,105.14,5.0,"[54, 192, 438, 450, 552]",124.5,162.0,0.8,21.03,6.0,1.0,0.33
5961,703e3ddbbb824a3f9cfd737dcc479743,2017-10-02,M,72,62000.0,199.59,11.0,"[138, 180, 294, 372, 468, 534, 552, 576, 660, 666, 708]",57.0,6.0,1.0,18.14,5.0,1.0,0.8
5962,2065e9227d294ed88eac6bab55304e9f,2017-10-01,M,19,33000.0,13.860000000000001,5.0,"[216, 222, 414, 588, 690]",118.5,24.0,0.8,2.77,3.0,1.0,0.0
5963,b4bbb32acdea46dbb6802bf35d4aa1cc,2017-09-10,M,64,57000.0,402.74,14.0,"[84, 120, 210, 222, 246, 288, 360, 384, 402, 444, 474, 534, 606, 702]",47.54,12.0,1.0,28.77,6.0,1.0,0.67
5964,5b4d5dff4aa24812a05a86b616165b36,2017-01-11,M,42,45000.0,40.95,12.0,"[60, 102, 114, 198, 306, 342, 528, 576, 594, 630, 642, 666]",55.09,48.0,0.8,3.41,3.0,1.0,0.0
5965,fcab73d6aea946eba8569dee5141738b,2017-12-14,M,37,30000.0,64.72,10.0,"[0, 24, 186, 348, 366, 420, 438, 456, 690, 708]",78.67,6.0,0.8,6.47,2.0,0.5,0.0
5966,8cc382605ece4420a536e2123e05444b,2017-12-03,M,40,37000.0,8.83,5.0,"[126, 264, 354, 414, 612]",121.5,102.0,0.8,1.77,5.0,0.8,0.0
5967,670626b55bfb4ba39c85b27cc7cca527,2016-05-11,M,21,39000.0,125.92,15.0,"[0, 42, 48, 54, 72, 114, 180, 252, 462, 504, 624, 660, 666, 678, 708]",50.57,6.0,1.0,8.39,5.0,0.6,0.8
5968,2951d232091740aba36fffbe039f36ca,2016-02-07,F,45,40000.0,42.84,13.0,"[18, 42, 72, 84, 96, 132, 426, 444, 468, 486, 504, 552, 702]",57.0,12.0,0.8,3.3,3.0,0.67,0.33
5969,94f30e79709c4986b42a5a210c2bac4e,2015-10-02,F,81,53000.0,33.54,16.0,"[0, 18, 24, 96, 138, 168, 204, 264, 288, 402, 414, 444, 480, 492, 624, 648]",43.2,66.0,0.8,2.1,4.0,0.75,0.0
5970,c6fcfe66873345fda7452c7d1d97724b,2017-08-28,M,26,61000.0,187.93,11.0,"[108, 120, 216, 432, 456, 474, 546, 552, 576, 588, 660]",55.2,54.0,0.8,17.08,5.0,1.0,0.8
5971,c77f073996314357b57c8765e85d0a01,2017-07-02,F,51,76000.0,243.51,12.0,"[30, 60, 78, 84, 102, 144, 252, 276, 444, 456, 510, 552]",47.45,162.0,0.8,20.29,5.0,0.8,0.8
5972,6d1ebb4a12294423ae8511092abe9db8,2017-07-29,M,60,64000.0,5.130000000000001,3.0,"[222, 324, 564]",171.0,150.0,0.4,1.71,4.0,0.5,0.0
5973,4e46337117a043c181b644414d2aa5f7,2017-11-15,M,29,49000.0,145.01999999999998,14.0,"[60, 96, 198, 240, 426, 438, 444, 468, 498, 546, 558, 636, 678, 690]",48.46,24.0,1.0,10.36,4.0,0.75,1.0
5974,ec22d5bea1034ad3b1ca8bca706ed4e3,2017-08-11,F,76,53000.0,73.8,6.0,"[108, 186, 492, 564, 594, 600]",98.4,114.0,0.8,12.3,5.0,1.0,0.8
5975,3579056d94644a9481e05012b48fe252,2015-01-17,F,37,62000.0,80.95,20.0,"[48, 54, 66, 84, 108, 168, 186, 216, 300, 336, 384, 408, 462, 504, 510, 522, 558, 576, 666, 690]",33.79,24.0,1.0,4.05,4.0,0.75,1.0
5976,6a8bb00f18204adb8a7c73d60f503853,2017-12-25,F,49,51000.0,115.77999999999999,6.0,"[60, 360, 420, 546, 642, 654]",118.8,60.0,0.6,19.3,4.0,0.25,0.5
5977,2d585be7e0224c54a6c5525f703a48c6,2017-08-28,M,45,48000.0,9.33,2.0,"[324, 516]",192.0,198.0,0.4,4.66,4.0,0.25,0.0
5978,ab32ed59e5c14ab8b333db3dadf044aa,2018-06-19,M,60,35000.0,113.18,12.0,"[36, 42, 138, 210, 270, 312, 318, 438, 492, 522, 678, 714]",61.64,0.0,1.0,9.43,5.0,0.8,0.8
5979,b9c26aa2fdd948cd80ba0fec010a16ba,2018-04-05,M,49,61000.0,119.5,7.0,"[144, 252, 264, 630, 642, 648, 654]",85.0,60.0,0.6,17.07,3.0,0.33,0.0
5980,61ab10334b19403a9afb9e02ad05c08b,2016-04-22,F,57,93000.0,139.14,6.0,"[30, 264, 510, 564, 642, 702]",134.4,12.0,0.8,23.19,4.0,0.75,0.75
5981,9ac56967925a4c33bd7a256a140ca46e,2014-03-04,M,76,70000.0,63.949999999999996,15.0,"[12, 66, 96, 102, 258, 402, 462, 468, 552, 558, 588, 606, 648, 654, 660]",46.29,54.0,0.8,4.26,5.0,1.0,0.4
5982,5051dacd105a4660b161bb23ad545134,2016-10-09,M,52,72000.0,199.31,11.0,"[30, 144, 222, 264, 336, 438, 498, 528, 552, 600, 636]",60.6,78.0,0.8,18.12,5.0,0.6,0.8
5983,29429c50dbba41029257421ba4135139,2013-08-13,M,25,62000.0,55.87,21.0,"[12, 42, 48, 72, 78, 84, 132, 138, 144, 150, 348, 360, 390, 402, 474, 480, 492, 546, 594, 666, 708]",34.8,6.0,0.8,2.66,5.0,0.8,0.4
5984,96335586a1a645e8918f6810a1fc1375,2016-07-26,F,98,91000.0,120.73,6.0,"[6, 66, 258, 408, 444, 702]",139.2,12.0,0.8,20.12,3.0,0.67,0.67
5985,63996e7147c44a208bfdcd92ef0f49f7,2017-10-04,M,24,50000.0,217.59,16.0,"[30, 54, 60, 66, 102, 108, 114, 162, 168, 306, 318, 366, 522, 666, 684, 714]",45.6,0.0,1.0,13.6,4.0,0.5,1.0
5986,bd40b5d8818e40bba31a9c1195255017,2017-07-31,M,26,67000.0,128.59,11.0,"[156, 192, 258, 324, 330, 348, 528, 636, 642, 660, 666]",51.0,48.0,0.8,11.69,6.0,0.67,0.33
5987,cb05753845764558b432e0349408c6e2,2018-02-10,M,19,31000.0,6.23,2.0,"[480, 630]",150.0,84.0,0.4,3.12,3.0,0.67,0.0
5988,41ec861919494c089c4ff9ddad44bc4d,2017-07-08,M,58,89000.0,202.70000000000002,8.0,"[120, 270, 492, 510, 552, 564, 606, 636]",73.71,78.0,0.8,25.34,4.0,0.5,1.0
5989,2c4f8a7e0933415ca5ceda66946c1255,2017-02-20,M,61,79000.0,204.21,9.0,"[228, 468, 504, 540, 552, 570, 600, 654, 696]",58.5,18.0,0.8,22.69,4.0,0.75,0.5
5990,0340f0361285411ab60a24823b020112,2017-11-23,M,32,59000.0,20.65,7.0,"[84, 228, 234, 450, 546, 564, 582]",83.0,132.0,0.8,2.95,5.0,0.6,0.0
5991,d841103ad25f4103bb3d93989f3dad32,2018-07-06,F,45,89000.0,75.97,3.0,"[168, 324, 408]",120.0,306.0,0.4,25.32,4.0,1.0,0.75
5992,02eba2268a3640bb8e85880e12617c5f,2016-02-29,F,79,57000.0,188.97,12.0,"[102, 312, 348, 372, 402, 432, 444, 510, 540, 594, 606, 666]",51.27,48.0,0.8,15.75,5.0,0.4,0.6
5993,af1447ec7d6b4fef9998a831aedd3102,2018-05-02,F,76,65000.0,15.459999999999999,8.0,"[0, 120, 156, 222, 414, 474, 594, 618]",88.29,96.0,0.8,1.93,6.0,0.83,0.0
5994,28b3976a307449579b63b27029baae63,2016-12-07,F,58,57000.0,108.68,8.0,"[36, 90, 234, 396, 438, 522, 606, 612]",82.29,102.0,0.8,13.58,4.0,0.75,0.5
5995,614abc1d5cfa4e0a8c60ef2c87f71143,2018-03-03,M,74,66000.0,51.86,3.0,"[174, 642, 648]",237.0,66.0,0.4,17.29,4.0,1.0,0.75
5996,3ff81199253748819121dcd14361b248,2017-09-21,M,66,75000.0,21.92,5.0,"[60, 174, 180, 582, 648]",147.0,66.0,0.6,4.38,4.0,0.5,0.25
5997,ad37608a05a9453d8439806e90962c59,2017-10-10,F,26,37000.0,17.42,7.0,"[174, 312, 354, 462, 552, 672, 714]",90.0,0.0,0.8,2.49,4.0,0.75,0.25
5998,4a36af35403c411ab8ae52cee940b624,2016-04-27,M,74,71000.0,149.99,8.0,"[60, 204, 270, 348, 456, 588, 594, 678]",88.29,36.0,1.0,18.75,3.0,0.33,0.33
5999,f473bfcb688e4c42be46bb9441577e06,2015-07-14,F,61,58000.0,70.9,18.0,"[72, 108, 162, 270, 348, 372, 414, 438, 444, 474, 504, 510, 522, 528, 534, 564, 588, 630]",32.82,84.0,0.8,3.94,4.0,0.75,0.5
6000,a56c43781fd04fbba019f14c451bc655,2018-04-25,F,54,78000.0,63.72,2.0,"[204, 654]",450.0,60.0,0.4,31.86,5.0,1.0,0.4
6001,96478f7e1a44473f8e29342139a0b836,2017-09-24,F,76,85000.0,140.17,6.0,"[90, 294, 318, 402, 480, 504]",82.8,210.0,0.8,23.36,3.0,0.33,0.67
6002,9f6b1e6057cc413ea67c1f194f0d977d,2017-09-19,M,58,38000.0,18.63,3.0,"[168, 264, 348]",90.0,366.0,0.4,6.21,4.0,0.75,0.25
6003,62d72f03f21c4cdb9f43b6d5bfa005c5,2016-09-05,M,87,42000.0,24.5,10.0,"[30, 270, 288, 312, 324, 378, 450, 486, 504, 510]",53.33,204.0,0.8,2.45,4.0,0.75,0.25
6004,946eee504439450a8b38ef5009b688c6,2017-09-15,F,84,112000.0,51.34,2.0,"[312, 552]",240.0,162.0,0.4,25.67,5.0,0.6,0.4
6005,8465309631bd485dabc3b1c207f7dfd6,2016-06-26,F,71,88000.0,225.09,9.0,"[6, 36, 438, 534, 540, 552, 558, 696, 708]",87.75,6.0,0.8,25.01,4.0,0.75,1.0
6006,c65b8b01378941d386c6e23adb02edcf,2017-04-13,F,74,72000.0,173.66,9.0,"[18, 42, 54, 426, 432, 468, 510, 576, 618]",75.0,96.0,0.6,19.3,4.0,0.75,0.75
6007,6e81b647b6d84966b63e0d4fc45fc4f6,2016-07-31,M,37,62000.0,208.56,13.0,"[18, 30, 42, 78, 108, 132, 384, 462, 486, 582, 606, 612, 618]",50.0,96.0,0.6,16.04,4.0,0.75,1.0
6008,8c21762e5c1c4ea881f6a9989116b058,2017-08-26,M,76,42000.0,17.01,8.0,"[30, 138, 150, 306, 522, 528, 564, 690]",94.29,24.0,0.8,2.13,4.0,1.0,0.0
6009,edb1301a79144e64ac659b2e7b6628c9,2016-05-30,F,62,111000.0,312.25,12.0,"[210, 240, 378, 450, 486, 498, 510, 528, 606, 636, 672, 708]",45.27,6.0,0.8,26.02,6.0,0.67,0.83
6010,7b0feb2ed3d340ceadb37a19e884c382,2016-10-31,F,56,81000.0,130.3,5.0,"[192, 312, 552, 612, 678]",121.5,36.0,0.6,26.06,3.0,0.33,0.33
6011,83168b0328154e1e8219da9488f2dc7c,2017-10-05,M,47,34000.0,6.99,3.0,"[144, 174, 486]",171.0,228.0,0.6,2.33,6.0,0.67,0.0
6012,ed13e0d6193242389970af84c517d3f6,2017-11-21,M,76,60000.0,23.729999999999997,2.0,"[636, 702]",66.0,12.0,0.4,11.86,6.0,1.0,0.0
6013,b838fca43cb64974b252dda18a6f767a,2017-11-30,F,87,97000.0,103.06,5.0,"[72, 498, 516, 654, 708]",159.0,6.0,0.8,20.61,2.0,1.0,1.0
6014,e8655d5b4b36460b9e1a62bbb8e835f7,2017-08-02,M,76,43000.0,14.44,3.0,"[120, 246, 636]",258.0,78.0,0.6,4.81,4.0,0.75,0.0
6015,6654aee73c3b477da42ca1b585562e95,2016-01-14,M,70,53000.0,248.88,20.0,"[0, 138, 168, 198, 234, 252, 276, 306, 354, 360, 366, 396, 402, 408, 438, 468, 492, 642, 660, 672]",35.37,42.0,1.0,12.44,6.0,1.0,0.67
6016,774d4dd8316449afb52b3121f296aec6,2017-07-03,M,28,35000.0,90.18,10.0,"[234, 252, 270, 306, 330, 378, 384, 504, 546, 696]",51.33,18.0,0.8,9.02,4.0,0.75,0.75
6017,b50988649f544a49837147fab2865fc9,2016-10-08,M,57,74000.0,298.2,15.0,"[6, 36, 42, 54, 60, 126, 144, 162, 258, 294, 300, 378, 402, 450, 582]",41.14,132.0,0.8,19.88,5.0,1.0,0.8
6018,f694568bf7d94b74b98a4c824b9c4a13,2017-03-17,M,77,61000.0,67.84,6.0,"[138, 246, 384, 408, 480, 492]",70.8,222.0,0.6,11.31,4.0,1.0,0.5
6019,ec65e9186cd449908f63cbbaa16843fb,2018-05-07,M,58,34000.0,84.52,3.0,"[48, 684, 690]",321.0,24.0,0.4,28.17,3.0,0.33,0.33
6020,a0aa2dbb521e4389b34d0c29a2a77286,2017-07-26,M,94,95000.0,231.21,8.0,"[42, 102, 156, 318, 390, 486, 534, 636]",84.86,78.0,0.8,28.9,6.0,0.67,0.83
6021,f3744c73f14f4ceaa1f9059aa34087d1,2017-02-14,F,34,44000.0,154.97,15.0,"[0, 36, 138, 162, 192, 216, 228, 294, 348, 402, 420, 450, 462, 606, 666]",47.57,48.0,0.8,10.33,5.0,0.6,0.8
6022,dead5bb271584b079a521e8ab19b1cab,2017-11-29,F,23,54000.0,21.48,6.0,"[108, 132, 192, 282, 318, 510]",80.4,204.0,0.6,3.58,5.0,0.6,0.4
6023,4b54746836c34bc9a0db105b7d144de8,2017-10-16,F,89,38000.0,95.77,12.0,"[132, 198, 222, 228, 258, 288, 306, 444, 468, 570, 666, 714]",52.91,0.0,1.0,7.98,4.0,0.75,0.25
6024,a9b2b6471a0b4e4ca8b645dff2a92b9f,2017-08-11,M,44,54000.0,0.0,0.0,,715.0,715.0,0.0,0.0,6.0,0.83,0.0
6025,36e34555c04b4996856a9cdb83f701f7,2015-12-10,F,58,88000.0,125.43,6.0,"[18, 204, 300, 324, 456, 708]",138.0,6.0,0.8,20.9,4.0,1.0,0.75
6026,566e10b4f3a34accbe28f4de00a24d03,2018-02-18,M,64,50000.0,72.26,6.0,"[108, 138, 270, 492, 654, 672]",112.8,42.0,1.0,12.04,3.0,0.67,0.33
6027,024218e67fa549a4a0a99b32b7b6fbf9,2018-03-08,M,54,70000.0,193.38,11.0,"[18, 150, 156, 246, 258, 348, 432, 468, 540, 606, 630]",61.2,84.0,0.8,17.58,4.0,1.0,1.0
6028,30ebcea068b94518b2e5c7f4bdb6b142,2016-01-23,M,33,74000.0,177.57999999999998,8.0,"[186, 270, 312, 354, 390, 648, 660, 708]",74.57,6.0,0.8,22.2,3.0,0.67,0.33
6029,72701f155fdd41698c130081571d9680,2017-04-08,M,58,50000.0,71.36,7.0,"[138, 270, 300, 312, 498, 564, 642]",84.0,72.0,0.8,10.19,5.0,0.8,0.6
6030,8b9d8c10bfd24944bede476aa86a5a85,2018-04-25,M,25,36000.0,12.89,7.0,"[204, 234, 270, 342, 438, 510, 714]",85.0,0.0,0.8,1.84,2.0,1.0,0.0
6031,8fcb585e133e4905bf90587609d01f49,2015-10-06,M,29,32000.0,90.35,14.0,"[12, 24, 72, 216, 234, 246, 270, 324, 384, 432, 450, 510, 612, 690]",52.15,24.0,1.0,6.45,4.0,0.75,0.5
6032,85f4e5ea5c0044619482bfe16ae32c01,2017-12-31,F,100,71000.0,49.05,3.0,"[378, 444, 474]",48.0,240.0,0.2,16.35,4.0,0.5,0.75
6033,9e181c88e30e46208b6d6acc0d285570,2017-11-03,M,21,44000.0,14.7,5.0,"[114, 306, 474, 528, 696]",145.5,18.0,1.0,2.94,4.0,0.5,0.0
6034,276f46b068304479b621af1a0dcc6f95,2018-02-07,M,54,56000.0,0.0,0.0,,715.0,715.0,0.0,0.0,5.0,1.0,0.0
6035,0517e2aca44d4327875c3bb8478e492e,2017-08-23,F,45,40000.0,82.8,7.0,"[234, 282, 318, 414, 450, 540, 612]",63.0,102.0,0.6,11.83,6.0,0.67,0.33
6036,80e68e62c02847f784266d7d6f0e75f5,2013-09-06,F,23,52000.0,35.52,11.0,"[54, 120, 126, 132, 282, 438, 504, 510, 600, 624, 672]",61.8,42.0,1.0,3.23,3.0,0.67,0.0
6037,03ff3cf4aec84162be697c28346bdd5a,2018-07-21,F,58,47000.0,37.04,9.0,"[6, 192, 318, 372, 420, 426, 540, 654, 684]",84.75,30.0,1.0,4.12,5.0,0.6,0.2
6038,7c0744d096494b7f9f7277a2cf04272a,2016-10-15,M,60,97000.0,189.13,7.0,"[78, 138, 204, 378, 432, 570, 660]",97.0,54.0,0.8,27.02,4.0,1.0,0.75
6039,e3f38d5e936d4e0ba551f33412e8f404,2016-05-11,F,64,43000.0,117.87,10.0,"[168, 240, 270, 384, 402, 516, 534, 594, 624, 666]",55.33,48.0,0.6,11.79,4.0,0.75,0.75
6040,1765353e2e2c492a9224bbfd67f500e8,2017-02-06,F,46,49000.0,103.97,7.0,"[228, 372, 384, 456, 570, 642, 666]",73.0,48.0,0.6,14.85,3.0,0.33,0.67
6041,8e6a1fd8b5fb499ba8e765db85803e7d,2015-12-10,F,58,82000.0,240.61,12.0,"[102, 192, 246, 276, 288, 318, 324, 378, 462, 558, 588, 600]",45.27,114.0,0.8,20.05,5.0,0.6,0.8
6042,fb3432c746a146298ba972d23b92687a,2017-11-24,M,31,51000.0,207.36,17.0,"[54, 84, 126, 138, 174, 234, 300, 408, 420, 426, 432, 456, 474, 522, 558, 624, 636]",36.38,78.0,0.8,12.2,5.0,0.8,1.0
6043,52bba0edb9fd44459b6a72c1a6d0752c,2018-02-05,F,73,31000.0,41.17,5.0,"[288, 300, 486, 594, 690]",100.5,24.0,0.8,8.23,4.0,0.5,0.25
6044,9ead4386a1c141fcaec06f864132df0c,2017-05-23,M,47,77000.0,126.89,6.0,"[24, 192, 366, 420, 504, 582]",111.6,132.0,0.8,21.15,4.0,0.75,0.75
6045,35d901988c884e41896d66088ab9d258,2016-10-24,M,60,32000.0,118.21,15.0,"[84, 120, 156, 276, 306, 396, 450, 480, 504, 552, 576, 606, 618, 702, 714]",45.0,0.0,1.0,7.88,3.0,1.0,1.0
6046,ebd75cc3fdb740eb8b95014aa3dbf031,2017-11-28,F,69,70000.0,40.17,2.0,"[552, 624]",72.0,90.0,0.2,20.08,4.0,0.25,0.0
6047,dce784e26f294101999d000fad9089bb,2016-02-03,F,53,110000.0,1151.8600000000001,7.0,"[42, 108, 312, 372, 396, 438, 558]",86.0,156.0,0.8,164.55,5.0,1.0,0.8
6048,61e81e0f321d49e7a62c44a2595c3bab,2016-01-31,F,19,53000.0,88.69,6.0,"[228, 258, 348, 408, 462, 474]",49.2,240.0,0.4,14.78,3.0,0.33,0.33
6049,aca4a4128fe64013834fe74966b01287,2018-02-26,M,61,48000.0,4.9399999999999995,4.0,"[156, 204, 468, 606]",150.0,108.0,0.8,1.23,3.0,0.67,0.0
6050,5da12276a82b4cdb908cb4977877d3b4,2017-03-06,M,59,83000.0,138.0,6.0,"[24, 72, 180, 204, 420, 558]",106.8,156.0,0.8,23.0,5.0,0.6,0.8
6051,b58c3f7f4dea4173888d95644224f485,2017-11-21,F,57,50000.0,6.45,1.0,[450],264.0,264.0,0.2,6.45,5.0,1.0,0.0
6052,552ad5b22185465c9623c57019f72c26,2016-09-19,F,50,76000.0,84.37,4.0,"[6, 18, 234, 648]",214.0,66.0,0.6,21.09,2.0,0.5,0.5
6053,66275050f9a44ba28c9008f6e284eeac,2017-09-14,F,64,97000.0,159.92000000000002,6.0,"[156, 348, 492, 504, 696, 708]",110.4,6.0,0.8,26.65,3.0,0.33,0.67
6054,444990e4558e4ff4aca87fae72c04034,2018-03-20,M,47,62000.0,48.03,4.0,"[210, 246, 348, 690]",160.0,24.0,0.6,12.01,4.0,0.75,0.25
6055,982f2197b2c3414c976128bae1ba834a,2016-04-25,F,70,93000.0,49.09,2.0,"[408, 702]",294.0,12.0,0.4,24.54,3.0,0.33,0.67
6056,40bbc83401e74e71ace9e09af32c516e,2015-10-15,M,49,47000.0,214.52,18.0,"[0, 42, 48, 54, 144, 150, 342, 390, 408, 432, 438, 504, 528, 564, 618, 624, 666, 714]",42.0,0.0,0.8,11.92,6.0,0.67,0.83
6057,61bc0cd091d6413f88bedab9a30ed07e,2017-08-21,F,71,37000.0,24.79,3.0,"[372, 510, 528]",78.0,186.0,0.4,8.26,5.0,0.6,0.4
6058,936c6f2b0024490d947611e446bac46e,2017-06-08,F,67,75000.0,108.25,6.0,"[66, 168, 228, 234, 300, 426]",72.0,288.0,0.6,18.04,5.0,0.4,0.4
6059,8bf054c6db1a44f1acfb4c40fdd59100,2016-08-15,F,74,80000.0,149.56,7.0,"[138, 222, 420, 456, 462, 486, 504]",61.0,210.0,0.8,21.37,3.0,1.0,0.67
6060,671a142bc07e47389b920cb0c37793bd,2018-01-25,M,29,67000.0,33.14,8.0,"[18, 30, 48, 120, 132, 192, 282, 366]",49.71,348.0,0.6,4.14,4.0,1.0,0.0
6061,5d05e39fbc074051af5494d89040ed7b,2017-12-08,F,67,74000.0,64.37,4.0,"[222, 330, 570, 582]",120.0,132.0,0.4,16.09,4.0,0.5,0.5
6062,a5eb8d8f9d90410fa3971ba125926072,2018-01-15,F,66,62000.0,170.76000000000002,11.0,"[18, 198, 300, 360, 378, 564, 582, 594, 606, 636, 696]",67.8,18.0,1.0,15.52,6.0,1.0,0.83
6063,638eb4b1d24b48e1bbcb15e5b5326650,2015-10-23,M,57,52000.0,71.96,8.0,"[18, 150, 300, 330, 432, 474, 552, 660]",91.71,54.0,0.8,8.99,5.0,1.0,0.8
6064,ea30ebe987f34ecfb1b8561cd51a9d66,2018-04-30,M,43,89000.0,27.46,1.0,[570],144.0,144.0,0.2,27.46,4.0,0.75,0.5
6065,f02ff8f1d6954b4497ab84166ab48fe5,2018-02-12,F,69,84000.0,125.28999999999999,5.0,"[30, 66, 186, 306, 696]",166.5,18.0,0.6,25.06,5.0,0.8,0.4
6066,681634754d6e499f9d87ab72e5759b66,2016-12-04,M,60,38000.0,84.54,11.0,"[120, 360, 372, 378, 408, 432, 540, 582, 588, 612, 696]",57.6,18.0,0.8,7.69,4.0,0.5,0.5
6067,a1cf198e6f334dcb9a4a4f6d8f6d4b84,2013-08-28,M,67,63000.0,35.93,2.0,"[528, 546]",18.0,168.0,0.2,17.96,3.0,1.0,0.33
6068,8eccb7f58aaf47c98a7a74ed6ba0d7a4,2018-04-28,M,74,65000.0,21.47,6.0,"[168, 444, 558, 594, 606, 690]",104.4,24.0,0.8,3.58,5.0,1.0,0.4
6069,0e5242be49104c608825b24ee7b85fad,2018-05-10,M,67,65000.0,20.48,9.0,"[42, 216, 348, 408, 414, 474, 522, 666, 684]",80.25,30.0,1.0,2.28,4.0,1.0,0.0
6070,12e0c95d8db54ee48800073d5b0a1269,2018-04-17,M,80,72000.0,133.17,6.0,"[24, 48, 60, 300, 426, 600]",115.2,114.0,0.8,22.19,5.0,0.8,0.8
6071,4849391c6fd14d47adc33353fbde6d82,2015-12-28,F,79,101000.0,144.57,5.0,"[6, 216, 516, 576, 588]",145.5,126.0,0.6,28.91,3.0,0.33,0.67
6072,d4a7ab8bfb7940479867e911e984505b,2017-03-15,M,66,83000.0,111.66,6.0,"[36, 48, 60, 84, 318, 588]",110.4,126.0,0.6,18.61,5.0,0.2,0.6
6073,3069fa61e49643aa8554d080dcdddf41,2017-12-27,M,23,66000.0,99.4,7.0,"[90, 390, 468, 552, 660, 672, 678]",98.0,36.0,0.8,14.2,5.0,0.6,1.0
6074,035d5aa3c23a4059ae663b4c07aa26ce,2015-11-22,F,37,89000.0,261.95,12.0,"[24, 108, 162, 276, 306, 408, 534, 582, 594, 624, 636, 702]",61.64,12.0,1.0,21.83,4.0,1.0,0.75
6075,a89e75b62ad648d68d4160653f36d901,2018-02-10,M,44,65000.0,142.36,9.0,"[30, 78, 294, 390, 456, 462, 510, 534, 576]",68.25,138.0,0.8,15.82,5.0,1.0,0.8
6076,e8aff9960beb45d784bfe145f960581d,2017-10-13,F,89,103000.0,110.61,5.0,"[96, 318, 432, 696, 714]",154.5,0.0,0.8,22.12,1.0,1.0,1.0
6077,2f21db46b5f84be5b4d14cac584cdc0d,2015-05-30,M,63,66000.0,73.77,19.0,"[48, 90, 102, 126, 150, 162, 216, 222, 372, 402, 450, 522, 630, 642, 660, 678, 684, 690, 696]",36.0,18.0,1.0,3.88,5.0,0.6,0.2
6078,e20a018d829b41e5a01e46d71a6dd009,2017-08-14,F,43,73000.0,52.66,3.0,"[12, 36, 48]",18.0,666.0,0.2,17.55,5.0,1.0,0.0
6079,c86e089ef00b4edbb4382f80fb0d2e77,2016-07-17,M,75,54000.0,225.47,16.0,"[6, 12, 18, 24, 36, 54, 144, 174, 270, 372, 432, 462, 492, 510, 516, 618]",40.8,96.0,0.8,14.09,6.0,0.5,0.83
6080,251d8e61db61415fbb3eee0b89ef40e1,2017-09-16,F,54,66000.0,273.6,16.0,"[42, 48, 54, 114, 174, 246, 348, 360, 384, 390, 402, 420, 468, 552, 600, 702]",44.0,12.0,1.0,17.1,6.0,0.83,0.5
6081,d5783bc35544463ea658fec3ba5077df,2018-03-09,M,41,60000.0,56.07,4.0,"[180, 636, 660, 672]",164.0,42.0,0.6,14.02,5.0,1.0,0.4
6082,ee6d71acc74a4b1183ef4a2822e652e5,2017-01-07,M,71,56000.0,34.7,3.0,"[576, 630, 684]",54.0,30.0,0.4,11.57,3.0,1.0,0.33
6083,6368c154e8014fa49bc178a60f453b04,2016-01-27,F,50,59000.0,74.67,5.0,"[330, 546, 612, 642, 690]",90.0,24.0,0.6,14.93,4.0,1.0,0.75
6084,9ea228a4b3f640c985cc123dbf59b8e4,2017-01-17,F,60,45000.0,38.66,11.0,"[126, 132, 246, 318, 342, 408, 438, 444, 546, 612, 702]",57.6,12.0,1.0,3.51,5.0,0.8,0.2
6085,8f640d43c9724dd5979461559671a541,2016-07-21,M,66,71000.0,201.23000000000002,11.0,"[6, 60, 66, 84, 108, 186, 222, 276, 318, 624, 672]",66.6,42.0,0.8,18.29,5.0,0.6,0.6
6086,d3087275deda496ca72179083b513392,2017-11-20,F,47,53000.0,150.88,11.0,"[168, 222, 228, 306, 408, 474, 564, 600, 624, 666, 702]",53.4,12.0,0.8,13.72,5.0,0.8,0.8
6087,f9503157aa944242ae1ab0c8376d1299,2017-10-13,M,75,47000.0,14.92,5.0,"[144, 228, 378, 450, 600]",114.0,114.0,0.8,2.98,6.0,0.67,0.17
